gene_id,1,10,11,13,14,25,26,31,36,4,42,45,46,53,54,55,57,61,7,9
LOC412366,3153.72,4929.83,3549.00,1554.06,2360.00,2572.00,2537.00,3007.00,2656.00,3852.94,2577.88,5456.99,3060.00,5572.38,3584.11,3376.00,2679.00,5322.65,2906.00,355.00
LOC107964029,5.07,18.38,7.12,23.99,17.96,16.06,0.00,17.50,5.40,11.72,6.71,24.83,6.36,13.63,1.38,13.25,13.95,29.01,2.67,0.00
LOC107964028,28.83,62.99,36.01,36.97,50.94,39.24,45.36,27.18,36.31,50.60,49.19,13.23,30.03,4.35,30.34,24.15,88.52,27.62,56.40,10.01
LOC107964027,3.31,8.20,3.00,13.55,9.01,0.00,4.08,5.38,3.42,9.60,9.87,2.00,0.00,6.03,7.02,7.92,17.24,3.00,0.87,3.00
LOC107964026,153.04,194.03,170.63,116.82,190.80,71.03,55.51,265.45,169.49,68.29,196.66,189.94,126.66,274.35,147.78,118.12,139.00,190.34,120.20,15.34
LOC107964025,9.00,18.00,10.00,21.00,4.00,5.00,8.00,4.00,9.00,12.00,22.00,4.00,4.00,1.00,4.00,7.00,21.00,11.00,15.00,3.00
LOC107964024,4.00,3.00,3.00,0.00,15.00,2.00,1.00,3.00,4.00,2.00,6.00,3.00,2.00,3.00,6.00,3.00,4.00,5.00,3.00,3.00
LOC107964023,2.26,1.04,3.44,19.46,0.00,0.00,1.57,6.28,0.00,3.71,0.00,0.00,2.20,0.00,0.00,1.99,6.92,2.26,2.70,0.00
LOC107964022,0.00,223.00,0.00,0.00,455.96,142.73,104.59,177.21,303.77,45.03,188.94,0.00,0.00,0.00,21.05,0.00,0.00,0.00,0.00,0.00
LOC107964021,173.97,6.98,77.55,76.53,152.48,11.72,68.92,28.19,21.22,13.68,74.58,45.21,11.80,24.58,6.52,17.79,133.74,15.32,14.40,71.48
LOC107964020,35.24,177.45,56.21,75.37,58.93,68.00,60.89,71.39,56.34,74.62,21.62,62.64,129.94,101.16,25.15,29.42,82.10,95.95,66.32,26.95
LOC412491,630.00,818.00,639.00,431.99,537.00,370.00,398.00,249.00,432.01,341.00,500.00,159.34,161.00,111.46,131.00,260.00,715.00,221.00,348.00,73.00
LOC726439,1835.00,895.00,2110.02,1179.76,1727.00,1820.34,1786.00,4427.71,1525.00,1627.58,1908.00,3572.00,3614.00,5757.52,3186.00,2868.00,1326.00,3590.00,1353.00,301.00
LOC726438,337.00,33.00,307.00,140.00,464.00,134.00,107.00,159.00,179.09,76.20,238.01,41.00,51.00,76.00,38.00,100.00,261.99,63.00,82.00,26.00
LOC726437,54.00,236.28,53.95,51.98,35.00,83.00,58.86,73.99,66.96,64.00,34.00,45.94,66.48,73.00,64.00,48.00,63.00,141.00,53.00,6.00
LOC726436,378.15,394.48,438.21,452.60,361.88,506.67,355.68,729.83,558.24,276.05,316.57,496.86,501.65,581.94,470.20,539.61,430.29,660.71,438.02,36.06
LOC726435,722.62,606.17,1017.98,1333.43,1113.32,1263.42,838.40,790.30,1378.25,344.35,1893.32,384.95,419.98,482.38,1160.08,638.56,866.63,857.64,572.01,67.36
